orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_06066			nucleoside-diphosphate-sugar epimerase family protein	Nucleoside-diphosphate-sugar epimerase	nucleoside-diphosphate-sugar epimerase							
CNAG_06067			hypothetical protein	Uncharacterized protein	hypothetical protein	YCU9_SCHPO|Probable nitrilase C965.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC965.09 PE=3 SV=1				504		
CNAG_06068			chromatin structure-remodeling complex subunit RSC1/2	Chromatin structure-remodeling complex subunit RSC1/2	chromatin structure-remodeling complex subunit RSC1/2	RSC1_SCHPO|Chromatin structure-remodeling complex subunit rsc1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rsc1 PE=1 SV=1					RSC1; RSC2	Chromatin structure-remodeling complex subunit RSC1 (RSC complex subunit RSC1) (Remodel the structure of chromatin complex subunit 1); Chromatin structure-remodeling complex subunit RSC2 (RSC complex subunit RSC2) (Remodel the structure of chromatin complex subunit 2)
CNAG_06071			hypothetical protein	Uncharacterized protein	hypothetical protein	YMH9_YEAST|Uncharacterized protein YML079W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML079W PE=1 SV=1						Uncharacterized protein YML079W
CNAG_06072			chorismate mutase	Chorismate mutase (EC 5.4.99.5)	Chorismate mutase	CM1_ARATH|Chorismate mutase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CM1 PE=1 SV=3					ARO7	Chorismate mutase (CM) (EC 5.4.99.5)
CNAG_06073			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_06074	LPI4		cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein, cytoplasmic protein, variant							Uncharacterized oxidoreductase YKL071W
CNAG_06075			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06076			cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	HGH1_SCHPO|Protein HGH1 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hgh1 PE=3 SV=1					HGH1	Protein HGH1 (HMG1/2 protein homolog)
CNAG_06077			mRNA export factor	mRNA export factor	mRNA export factor	RAE1_SCHPO|Poly(A)+ RNA export protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rae1 PE=1 SV=1					GLE2	Nucleoporin GLE2 (Nuclear pore protein GLE2) (poly(A) RNA export protein RAE1)
CNAG_06078			hypothetical protein	Uncharacterized protein	hypothetical protein	NDUF6_RATNAD|H dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Rattus norvegicus OX=10116 GN=Ndufaf6 PE=3 SV=1						
CNAG_06079			proliferating cell nuclear antigen (pcna)	Proliferating cell nuclear antigen	Proliferating cell nuclear antigen (PCNA)	PCNA_SCHPO|Proliferating cell nuclear antigen OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pcn1 PE=1 SV=1				962	POL30	Proliferating cell nuclear antigen (PCNA)
CNAG_06080			inositol/phosphatidylinositol phosphatase	Inositol/phosphatidylinositol phosphatase	inositol/phosphatidylinositol phosphatase	SAC1_YEAST|Phosphoinositide phosphatase SAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAC1 PE=1 SV=1					SAC1	Phosphoinositide phosphatase SAC1 (EC 3.1.3.-) (Recessive suppressor of secretory defect)
CNAG_06081			glucose oxidase	Glucose oxidase	Glucose oxidase	GOX_ASPNG|Glucose oxidase OS=Aspergillus niger OX=5061 GN=gox PE=1 SV=1						
CNAG_06082			delayed-type hypersensitivity antigen	Delayed-type hypersensitivity antigen	delayed-type hypersensitivity antigen							
CNAG_06085	PLB1	Q9P8P2	phospholipase B	Phospholipase B (EC 3.1.1.5) (Lysophospholipase)	phospholipase B	PLB1_CRYNH|Phospholipase B OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=PLB1 PE=1 SV=2					PLB1; PLB2; PLB3	Lysophospholipase 1 (EC 3.1.1.5) (Phospholipase B 1); Lysophospholipase 2 (EC 3.1.1.5) (Phospholipase B 2); Lysophospholipase 3 (EC 3.1.1.5) (Phospholipase B 3)
CNAG_06086	CDK8		CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	SSN3_CRYNB|Serine/threonine-protein kinase SSN3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SSN3 PE=3 SV=1		TRUE	TRUE	593	SSN3	Meiotic mRNA stability protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8) (Suppressor of RNA polymerase B SRB10)
CNAG_06086	CDK8		CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	SSN3_CRYNB|Serine/threonine-protein kinase SSN3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SSN3 PE=3 SV=1		TRUE	TRUE	593	SSN3	Meiotic mRNA stability protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8) (Suppressor of RNA polymerase B SRB10)
CNAG_06087			kinetochore protein Spc7/SPC105	Kinetochore protein Spc7/SPC105	kinetochore protein Spc7/SPC105					399	SPC105	Spindle pole body component SPC105 (105 kDa spindle pole component protein)
CNAG_06088			aspartate aminotransferase, mitchondrial	Aspartate aminotransferase (EC 2.6.1.1)	aspartate aminotransferase, mitochondrial, aspartate aminotransferase, mitochondrial, variant	AATM_MOUSE|Aspartate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Got2 PE=1 SV=1					AAT1; AAT2	Aspartate aminotransferase, mitochondrial (EC 2.6.1.1) (Transaminase A); Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Transaminase A)
CNAG_06090			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06092	CLN1		cyclin	Cyclin	cyclin	CG11_CANAL|G1/S-specific cyclin CCN1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=CCN1 PE=1 SV=2						
CNAG_06093	SFB2		protein transporter SEC24	Protein transporter SEC24	copII vesicle coat protein	SC24C_ARATH|Protein transport protein Sec24-like CEF OS=Arabidopsis thaliana OX=3702 GN=CEF PE=2 SV=3					SFB3	SED5-binding protein 3 (Lethal with SEC13 protein 1) (SEC24-related protein 3)
CNAG_06094			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06095			large subunit ribosomal protein L13e	Large subunit ribosomal protein L13e	large subunit ribosomal protein L13e	RL13_RAT60|S ribosomal protein L13 OS=Rattus norvegicus OX=10116 GN=Rpl13 PE=1 SV=2					RPL13A; RPL13B	60S ribosomal protein L13-A (Large ribosomal subunit protein eL13-A); 60S ribosomal protein L13-B (Large ribosomal subunit protein eL13-B)
CNAG_06096			tricarboxylate carrier	Tricarboxylate carrier	tricarboxylate carrier	YHM2_YEAST|Citrate/oxoglutarate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHM2 PE=1 SV=1					YHM2	Citrate/oxoglutarate carrier protein (Coc1p) (Mitochondrial DNA replication protein YHM2)
CNAG_06097			hypothetical protein	Uncharacterized protein	hypothetical protein		TRUE					
CNAG_06098			glucosamine-6-phosphate deaminase	Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase)	glucosamine-6-phosphate deaminase	GNPI1_BOVIN|Glucosamine-6-phosphate isomerase 1 OS=Bos taurus OX=9913 GN=GNPDA1 PE=2 SV=1						
CNAG_06099			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06100			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06101			ADP,ATP carrier protein	ADP,ATP carrier protein	ADP,ATP carrier protein	ADT_NEUCRAD|P,ATP carrier protein OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=aac PE=3 SV=1					AAC3; PET9	ADP,ATP carrier protein 3 (ADP/ATP translocase 3) (Adenine nucleotide translocator 3) (ANT 3); ADP,ATP carrier protein 2 (ADP/ATP translocase 2) (Adenine nucleotide translocator 2) (ANT 2) (Petite colonies protein 9)
CNAG_06103			RNA binding protein	RNA binding protein	RNA binding protein	VTS1_USTMA|Protein VTS1 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=VTS1 PE=3 SV=1				1080	VTS1	Protein VTS1 (VTI1-2 suppressor protein 1)
CNAG_06104			hypothetical protein	Uncharacterized protein	hypothetical protein					394		
CNAG_06105			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06106			chaperone regulator	Chaperone regulator	chaperone regulator	DNJB1_MOUSE|DnaJ homolog subfamily B member 1 OS=Mus musculus OX=10090 GN=Dnajb1 PE=1 SV=3					SIS1	Protein SIS1
CNAG_06107			G protein beta subunit-like	G protein beta subunit-like	G protein beta subunit-like	WAT1_SCHPO|Target of rapamycin complex subunit wat1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pop3 PE=1 SV=1					LST8	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (Lethal with SEC13 protein 8)
CNAG_06108			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	YOS1_YEAST|Protein transport protein YOS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOS1 PE=1 SV=1					YOS1	Protein transport protein YOS1 (YIP one suppressor protein 1)
CNAG_06109			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_06112			carbamoyl-phosphate synthase arginine-specific large chain	Carbamoyl-phosphate synthase arginine-specific large chain	carbamoyl-phosphate synthase arginine-specific large chain	CARB_TRICU|Carbamoyl-phosphate synthase arginine-specific large chain OS=Trichosporon cutaneum OX=5554 GN=argA PE=3 SV=1					CPA2; URA2	Carbamoyl-phosphate synthase arginine-specific large chain (EC 6.3.5.5) (Arginine-specific carbamoyl-phosphate synthetase, ammonia chain); Protein URA2 [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2)]
CNAG_06113			hypothetical protein	Uncharacterized protein	hypothetical protein						STM1	Suppressor protein STM1 (3BP1) (GU4 nucleic-binding protein 2) (G4p2 protein) (POP2 multicopy suppressor protein 4) (Ribosomal subunits association factor) (AF) (TOM1 suppressor protein 1) (Triplex-binding protein 1)
CNAG_06114			rab family, other	Rab family protein	rab family protein	RAB5C_BOVIN|Ras-related protein Rab-5C OS=Bos taurus OX=9913 GN=RAB5C PE=2 SV=1					VPS21; YPT52	Vacuolar protein sorting-associated protein 21 (GTP-binding protein YPT51) (Vacuolar protein-targeting protein 12); GTP-binding protein YPT52
CNAG_06115			acid phosphatase	Acid phosphatase	Acid phosphatase							
CNAG_06117			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2							
CNAG_06118			hypothetical protein	Uncharacterized protein	hypothetical protein	YBMA_SCHPO|Uncharacterized ATP-dependent helicase C582.10c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC582.10c PE=1 SV=1				402	RAD5	DNA repair protein RAD5 (EC 3.6.4.-) (Radiation sensitivity protein 5) (Revertibility protein 2)
CNAG_06119			spermine transporter	Spermine transporter	spermine transporter	NAG4_CANAL|Major facilitator superfamily multidrug transporter NAG4 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=NAG4 PE=2 SV=1					TPO2; TPO3	Polyamine transporter 2; Polyamine transporter 3
CNAG_06120			cardiolipin synthase	Cardiolipin synthase	Cardiolipin synthase	CRLS1_HUMAN|Cardiolipin synthase (CMP-forming) OS=Homo sapiens OX=9606 GN=CRLS1 PE=1 SV=1				912	CRD1	Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41)
CNAG_06121			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	YCJD_SCHPO|Uncharacterized J domain-containing protein C63.13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC63.13 PE=3 SV=1						
CNAG_06122			glycerol-1-phosphatase	Glycerol-1-phosphatase	glycerol-1-phosphatase	HXPA_ECOLI|Hexitol phosphatase A OS=Escherichia coli (strain K12) OX=83333 GN=hxpA PE=1 SV=2					GPP1; GPP2	Glycerol-1-phosphate phosphohydrolase 1 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 1) (Related to HOR2 protein 2); Glycerol-1-phosphate phosphohydrolase 2 (EC 3.1.3.21) ((DL)-glycerol-3-phosphatase 2) (Hyperosmolarity-responsive protein 2)
CNAG_06123			leucine-tRNA ligase	Leucine-tRNA ligase	leucine-tRNA ligase	SYLC_NEUCR|Leucine--tRNA ligase, cytoplasmic OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=leu-6 PE=3 SV=2					CDC60	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)
CNAG_06124			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_06125	TEF1		elongation factor 1-alpha	Elongation factor 1-alpha	elongation factor 1-alpha	EF1A_CRYNB|Elongation factor 1-alpha OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=TEF1 PE=2 SV=1					TEF1; TEF2	Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A); Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A)
CNAG_06126			Pin2-interacting protein X1	Pin2-interacting protein X1	Pin2-interacting protein X1	PXR1_ASHGO|Protein PXR1 OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) OX=284811 GN=PXR1 PE=3 SV=1					PXR1	Protein PXR1 (G-patch nucleolar protein) (PinX1-related protein 1)
CNAG_06127			ribosome biogenesis protein NSA2	Ribosome biogenesis protein NSA2	ribosome biogenesis protein NSA2	NSA2_CRYNB|Ribosome biogenesis protein NSA2 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=NSA2 PE=3 SV=1					NSA2	Ribosome biogenesis protein NSA2 (NOP7-associated protein 2)
CNAG_06128			hypothetical protein	Mediator of RNA polymerase II transcription subunit 7	hypothetical protein	MED7_CRYNB|Mediator of RNA polymerase II transcription subunit 7 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=MED7 PE=3 SV=1						
CNAG_06129			cytoplasmic protein	Golgi apparatus membrane protein TVP23	cytoplasmic protein	TVP23_COPC7|Golgi apparatus membrane protein TVP23 OS=Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) OX=240176 GN=TVP23 PE=3 SV=2				883	TVP23	Golgi apparatus membrane protein TVP23 (TLG2 compartment vesicle protein of 23 kDa)
CNAG_06130			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06131			hypothetical protein	Uncharacterized protein	hypothetical protein	NRDE2_DICDI|Protein NRDE2 homolog OS=Dictyostelium discoideum OX=44689 GN=nrde2 PE=3 SV=1						
CNAG_06132			glycerol-1-phosphatase	Glycerol-1-phosphatase	glycerol-1-phosphatase	DOG1_YEAS|T2-deoxyglucose-6-phosphate phosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOG1 PE=1 SV=1				382	DOG1; DOG2	2-deoxyglucose-6-phosphate phosphatase 1 (2-DOG-6-P 1) (2-deoxyglucose-6-phosphatase 1) (EC 3.1.3.68); 2-deoxyglucose-6-phosphate phosphatase 2 (2-DOG-6-P 2) (2-deoxyglucose-6-phosphatase 2) (EC 3.1.3.68)
CNAG_06133			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06134	BZP1		hypothetical protein	Uncharacterized protein	hypothetical protein		TRUE		TRUE			
CNAG_06135			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06136			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06137			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06138			NADH dehydrogenase (ubiquinone) Fe-S protein 6	NADH dehydrogenase (Ubiquinone) Fe-S protein 6	NADH dehydrogenase (ubiquinone) Fe-S protein 6	LBSA_EMENI|Lactobacillus shifted protein OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=lbsA PE=1 SV=1						
CNAG_06139			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06140			long-chain fatty acid transporter	Long-chain fatty acid transporter	long-chain fatty acid transporter	ACBP_CHAVI|Acyl-CoA-binding protein OS=Chaetophractus villosus OX=29080 GN=DBI PE=1 SV=2					ACB1	Acyl-CoA-binding protein (ACBP)
CNAG_06141			dUTP pyrophosphatase	dUTP pyrophosphatase	dUTP pyrophosphatase	DUT_SCHPO|Probable deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC644.05c PE=3 SV=1					DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)
CNAG_06142			DNA polymerase alpha subunit B	DNA polymerase alpha subunit B	DNA polymerase alpha subunit B	DPOA2_YEASTDN|A polymerase alpha subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POL12 PE=1 SV=1				976	POL12	DNA polymerase alpha subunit B (DNA polymerase I subunit B) (DNA polymerase alpha:primase complex p86 subunit) (Pol alpha-primase complex p86 subunit) (DNA polymerase-primase complex p74 subunit)
CNAG_06143			alkylated DNA repair protein AlkB	Alkylated DNA repair protein AlkB	alkylated DNA repair protein AlkB	ALKB_DICDI|Alpha-ketoglutarate-dependent dioxygenase alkB OS=Dictyostelium discoideum OX=44689 GN=alkB PE=2 SV=1						
CNAG_06144			cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	TCTP_CRYNB|Translationally-controlled tumor protein homolog OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBM1320 PE=3 SV=1					TMA19	Translationally-controlled tumor protein homolog (TCTP) (Microtubule and mitochondria-interacting protein 1) (Translation machinery-associated protein 19)
CNAG_06145			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	PT127_YEAST|Putative mitochondrial translation system component PET127 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET127 PE=1 SV=2					PET127	Putative mitochondrial translation system component PET127
CNAG_06145			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	PT127_SCHP|OmRNA degradation protein pet127, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pet127 PE=3 SV=1					PET127	Putative mitochondrial translation system component PET127
CNAG_06147			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06148			hypothetical protein	Uncharacterized protein	hypothetical protein					442		
CNAG_06149			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant					493		
CNAG_06150			hsp90-like protein	Hsp90-like protein	hsp90-like protein	HS902_ARATH|Heat shock protein 90-2 OS=Arabidopsis thaliana OX=3702 GN=HSP90-2 PE=1 SV=1				74	HSC82; HSP82	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform); ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)
CNAG_06151	YPD1		osomolarity two-component system, phosphorelay intermediate protein YPD1	Osomolarity two-component system, phosphorelay intermediate protein YPD1	osomolarity two-component system, phosphorelay intermediate protein YPD1	MPR1_SCHPO|Multistep phosphorelay regulator 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mpr1 PE=1 SV=1					YPD1	Phosphorelay intermediate protein YPD1 (Histidine-containing phosphotransfer protein YPD1) (Tyrosine phosphatase-dependent protein 1)
CNAG_06152			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06153			26S protease regulatory subunit 6A-B	26S protease regulatory subunit 6A-B	26S protease regulatory subunit 6A-B	PRS6A_SCHPO26|S proteasome regulatory subunit 6A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tbp1 PE=3 SV=1					RPT5	26S proteasome regulatory subunit 6A (Tat-binding protein homolog 1) (TBP-1)
CNAG_06154			cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein						ANR2	Uncharacterized protein ANR2 (AVL9-related family protein 2)
CNAG_06155			hypothetical protein	Uncharacterized protein	hypothetical protein	COG4_SCHPO|Conserved oligomeric Golgi complex subunit 4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cog4 PE=3 SV=1					COG4	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Complexed with DOR1 protein 1) (Component of oligomeric Golgi complex 4) (Protein SEC38)
CNAG_06156			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant		TRUE					
CNAG_06157			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06158			hypothetical protein	Uncharacterized protein	hypothetical protein					112		
CNAG_06159			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_06160			guanyl nucleotide exchange factor Sql2	Guanyl nucleotide exchange factor Sql2	guanyl nucleotide exchange factor Sql2	GEFJ_DICDI|Ras guanine nucleotide exchange factor J OS=Dictyostelium discoideum OX=44689 GN=gefJ PE=2 SV=1						
CNAG_06161			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	FYV1_DICD|I1-phosphatidylinositol 3-phosphate 5-kinase OS=Dictyostelium discoideum OX=44689 GN=pip5k3 PE=3 SV=1		TRUE				
CNAG_06162			hypothetical protein	Uncharacterized protein	hypothetical protein					639		
CNAG_06163			hypothetical protein	Uncharacterized protein	hypothetical protein					697		
CNAG_06164			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06165			sterility protein Ste20	Sterility protein Ste20	sterility protein Ste20	RICTR_SCHPO|Target of rapamycin complex 2 subunit ste20 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ste20 PE=1 SV=1					TSC11	Target of rapamycin complex 2 subunit TSC11 (TORC2 subunit TSC11) (Adheres voraciously to TOR2 protein 3) (Temperature-sensitive CSG2 suppressor protein 11)
CNAG_06166			ATP-dependent DNA helicase MPH1	ATP-dependent DNA helicase MPH1	ATP-dependent DNA helicase MPH1	FANCM_HUMAN|Fanconi anemia group M protein OS=Homo sapiens OX=9606 GN=FANCM PE=1 SV=2				558	MPH1	ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1) (Mutator phenotype protein 1)
CNAG_06167			metal homeostatis protein bsd2	Metal homeostatis protein bsd2	metal homeostatis protein bsd2	BSD2_SCHPO|Probable metal homeostasis protein bsd1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bsd1 PE=3 SV=1					BSD2	Metal homeostatis protein BSD2 (Bypass SOD defects protein 2)
CNAG_06168	GNO1		S-(hydroxymethyl)glutathione dehydrogenase	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	S-(hydroxymethyl)glutathione dehydrogenase	FADH_CANMA|S-(hydroxymethyl)glutathione dehydrogenase OS=Candida maltosa OX=5479 GN=FDH1 PE=3 SV=1					SFA1	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284) (Alcohol dehydrogenase SFA) (EC 1.1.1.1) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (FLD) (GSH-FDH) (EC 1.1.1.-)
CNAG_06169			hypothetical protein	Uncharacterized protein	hypothetical protein	YHG1_SCHPO|Zinc-type alcohol dehydrogenase-like protein C1198.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1198.01 PE=3 SV=1						
CNAG_06170			S-formylglutathione hydrolase	S-formylglutathione hydrolase (EC 3.1.2.12)	S-formylglutathione hydrolase	ESTD_HUMAN|S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2						S-formylglutathione hydrolase (FGH) (EC 3.1.2.12)
CNAG_06172			transketolase	Transketolase	transketolase	DAS_CANBO|Dihydroxyacetone synthase OS=Candida boidinii OX=5477 GN=DAS1 PE=1 SV=3						
CNAG_06173			hypothetical protein	Uncharacterized protein	hypothetical protein	HDHD3_MOUSE|Haloacid dehalogenase-like hydrolase domain-containing protein 3 OS=Mus musculus OX=10090 GN=Hdhd3 PE=1 SV=1						Uncharacterized protein YMR130W
CNAG_06174			PEK/GCN2 protein kinase	PEK/GCN2 protein kinase	PEK/GCN2 protein kinase	GCN2_SCHP|OeIF-2-alpha kinase GCN2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gcn2 PE=2 SV=2		TRUE		160	GCN2	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (General control non-derepressible protein 2) (Serine/threonine-protein kinase GCN2)
CNAG_06174			PEK/GCN2 protein kinase	PEK/GCN2 protein kinase	PEK/GCN2 protein kinase	GCN2_SCHP|OeIF-2-alpha kinase GCN2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gcn2 PE=2 SV=2		TRUE		160	GCN2	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (General control non-derepressible protein 2) (Serine/threonine-protein kinase GCN2)
CNAG_06175			26S proteasome regulatory subunit N2	26S proteasome regulatory subunit RPN2	26S proteasome regulatory subunit N2	PSD1A_ARATH26|S proteasome non-ATPase regulatory subunit 1 homolog A OS=Arabidopsis thaliana OX=3702 GN=RPN2A PE=1 SV=1					RPN2	26S proteasome regulatory subunit RPN2
CNAG_06178			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06179			cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	SIF2_SCHPO|Sad1-interacting factor 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sif2 PE=1 SV=2				1117	MRX10; RMD1	MIOREX complex component 10 (Mitochondrial organization of gene expression protein 10); Sporulation protein RMD1 (Required for meiotic nuclear division protein 1)
CNAG_06180			NADH dehydrogenase (ubiquinone) Fe-S protein 4	NADH dehydrogenase (Ubiquinone) Fe-S protein 4	NADH dehydrogenase (ubiquinone) Fe-S protein 4	NDUS4_NEUCRNAD|H-ubiquinone oxidoreductase 21 kDa subunit, mitochondrial OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=nuo-21 PE=1 SV=2						
CNAG_06181			hypothetical protein	Uncharacterized protein	hypothetical protein							
