genes	logFC.AL	FDR.AL	groups	coarse_groups	rank_from_biggest_increase	rank_from_biggest_decrease	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_01428	-0.393077852606562	0.0269324859998642	AMB+LF down only	AMB+LF only	282	211	NA	NA	eukaryotic translation initiation factor 5A	Eukaryotic translation initiation factor 5A (eIF-5A)	Translation initiation factor 5A	IF5A_CANAL|Eukaryotic translation initiation factor 5A OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=ANB1 PE=3 SV=2	NA	NA	NA	NA	ANB1; HYP2	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (Anaerobically induced protein 1) (Hypusine-containing protein HP1) (eIF-4D); Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (Hypusine-containing protein HP2) (eIF-4D)
CNAG_04699	-0.390402389147222	0.0147365399282455	AMB+LF down only	AMB+LF only	281	212	NA	NA	microfibrillar-associated protein 1	Microfibrillar-associated protein 1	microfibrillar-associated protein 1	MFAP1_CAEEL|Microfibrillar-associated protein 1 OS=Caenorhabditis elegans OX=6239 GN=mfap-1 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_04845	-0.387975734071399	0.0392045486299289	AMB+LF down only	AMB+LF only	280	213	NA	NA	mannose-P-dolichol utilization defect 1	Mannose-P-dolichol utilization defect 1	mannose-P-dolichol utilization defect 1	MPU1_CAEEL|Mannose-P-dolichol utilization defect 1 protein homolog OS=Caenorhabditis elegans OX=6239 GN=F38E1.9 PE=3 SV=2	NA	NA	NA	NA	NA	NA
CNAG_06008	-0.385479916487138	0.0472617325887003	AMB+LF down only	AMB+LF only	279	214	NA	NA	asparaginase	Asparaginase	Asparaginase	LPP60_RA|T60 kDa lysophospholipase OS=Rattus norvegicus OX=10116 GN=Aspg PE=1 SV=1	NA	NA	NA	NA	ASP1; ASP3-1; ASP3-2; ASP3-3; ASP3-4	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-asparagine amidohydrolase I) (ASP I); L-asparaginase 2-1 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II); L-asparaginase 2-2 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II); L-asparaginase 2-3 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II); L-asparaginase 2-4 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)
CNAG_05029	-0.383905890511504	0.0217206625095637	AMB+LF down only	AMB+LF only	278	215	NA	NA	meiotic Sister-Chromatid recombination aldehyde dehydrogenase	Meiotic Sister-Chromatid recombination aldehyde dehydrogenase	meiotic Sister-Chromatid recombination aldehyde dehydrogenase, meiotic Sister-Chromatid recombination aldehyde dehydrogenase, variant	MSC7_YEAST|Putative aldehyde dehydrogenase-like protein YHR039C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSC7 PE=1 SV=1	NA	NA	NA	NA	MSC7	Putative aldehyde dehydrogenase-like protein YHR039C (EC 1.2.1.-) (Meiotic sister-chromatid recombination protein 7)
CNAG_05182	-0.383571682656653	0.0431266828500077	AMB+LF down only	AMB+LF only	277	216	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_00260	-0.382558751389089	0.0430409380603796	AMB+LF down only	AMB+LF only	276	217	NA	NA	transformer-2 protein	Transformer-2 protein	transformer-2 protein	TRA2B_BOVIN|Transformer-2 protein homolog beta OS=Bos taurus OX=9913 GN=TRA2B PE=2 SV=1	NA	NA	NA	NA	NA	NA
CNAG_01731	-0.37954655028864	0.025862799463828	AMB+LF down only	AMB+LF only	275	218	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03435	-0.379307861993399	0.0451566261000622	AMB+LF down only	AMB+LF only	274	219	NA	NA	ribonucleoprotein-associated protein	Ribonucleoprotein-associated protein	ribonucleoprotein-associated protein	SNU13_CRYN|B13 kDa ribonucleoprotein-associated protein OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SNU13 PE=3 SV=1	NA	NA	NA	NA	SNU13	13 kDa ribonucleoprotein-associated protein (Small nuclear ribonucleoprotein-associated protein 1)
CNAG_03845	-0.378562000648237	0.0357048484533253	AMB+LF down only	AMB+LF only	273	220	FNX1	NA	multidrug resistance protein fnx1	Multidrug resistance protein fnx1	multidrug resistance protein fnx1	FNX1_SCHPO|Multidrug resistance protein fnx1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fnx1 PE=2 SV=2	NA	NA	NA	620	AZR1; SGE1; VBA1; VBA3; VBA4; VBA5	Azole resistance protein 1; Protein SGE1 (10-N-nonyl acridine orange resistance protein) (Crystal violet resistance protein); Vacuolar basic amino acid transporter 1; Vacuolar basic amino acid transporter 3; Vacuolar basic amino acid transporter 4; Vacuolar basic amino acid transporter 5
CNAG_00934	-0.377161240395602	0.0317963070607324	AMB+LF down only	AMB+LF only	272	221	DAL1	NA	allantoinase	Allantoinase	Allantoinase	ALN_YEAST|Allantoinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAL1 PE=3 SV=2	NA	NA	NA	259	DAL1	Allantoinase (EC 3.5.2.5)
CNAG_05483	-0.374797727975948	0.0280356819038679	AMB+LF down only	AMB+LF only	271	222	NA	NA	prefoldin beta subunit	Prefoldin beta subunit	prefoldin beta subunit	PFD6_MOUSE|Prefoldin subunit 6 OS=Mus musculus OX=10090 GN=Pfdn6 PE=1 SV=1	NA	NA	NA	NA	YKE2	Prefoldin subunit 6 (Genes involved in microtubule biogenesis protein 1) (Gim complex subunit 1) (GimC subunit 1)
CNAG_01545	-0.374478562874019	0.047042096883468	AMB+LF down only	AMB+LF only	270	223	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	MFS10_MOUSE|Major facilitator superfamily domain-containing protein 10 OS=Mus musculus OX=10090 GN=Mfsd10 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_00599	-0.370640712281057	0.0220655095308246	AMB+LF down only	AMB+LF only	269	224	NA	NA	anion transporter	Anion transporter	anion transporter	YHW5_SCHPO|Putative transporter C543.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC543.05c PE=3 SV=1	NA	NA	NA	NA	BOR1	Boron transporter 1
CNAG_05413	-0.370570218123984	0.0445411066778505	AMB+LF down only	AMB+LF only	268	225	NA	NA	phosphatidylinositol glycan, class Q	Phosphatidylinositol glycan, class Q	phosphatidylinositol glycan, class Q, phosphatidylinositol glycan, class Q, variant	GPI1_SCHPO|N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein gpi1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gpi1 PE=2 SV=1	NA	NA	NA	NA	GPI1	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 (GPI-GlcNAc transferase complex subunit GPI1) (GPI-GnT subunit GPI1) (EC 2.4.1.198)
CNAG_03118	-0.36833964712637	0.0259200677346443	AMB+LF down only	AMB+LF only	267	226	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	CMG1	Uncharacterized protein YLR271W
CNAG_04514	-0.366911105091197	0.0366680635743748	AMB+LF down only	AMB+LF only	266	227	MPK1	NA	CMGC/MAPK protein kinase	Mitogen-activated protein kinase (EC 2.7.11.24)	CMGC/MAPK protein kinase	SLT2_YEAST|Mitogen-activated protein kinase SLT2/MPK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLT2 PE=1 SV=2	NA	TRUE	TRUE	508	FUS3; KSS1; SLT2	Mitogen-activated protein kinase FUS3 (MAP kinase FUS3) (EC 2.7.11.24); Mitogen-activated protein kinase KSS1 (MAP kinase KSS1) (EC 2.7.11.24) (Kinase suppressor of SST2); Mitogen-activated protein kinase SLT2/MPK1 (MAP kinase MPK1) (EC 2.7.11.24)
CNAG_06829	-0.366870812019379	0.0297429220492086	AMB+LF down only	AMB+LF only	265	228	ERG1	NA	squalene monooxygenase	Squalene monooxygenase	Squalene monooxygenase	ERG1_HUMAN|Squalene monooxygenase OS=Homo sapiens OX=9606 GN=SQLE PE=1 SV=3	NA	NA	NA	NA	ERG1	Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE)
CNAG_01009	-0.36618759565809	0.0399813478772827	AMB+LF down only	AMB+LF only	264	229	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_04350	-0.364397188786717	0.0164661729770368	AMB+LF down only	AMB+LF only	263	230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_03577	-0.357194164273734	0.0339597388815617	AMB+LF down only	AMB+LF only	262	231	NA	NA	large subunit ribosomal protein LP0	60S acidic ribosomal protein P0	large subunit ribosomal protein LP0	RLA0_PODAS60|S acidic ribosomal protein P0 OS=Podospora anserina OX=5145 PE=3 SV=1	NA	NA	NA	NA	RPP0	60S acidic ribosomal protein P0 (A0) (L10e) (Large ribosomal subunit protein uL10)
CNAG_00261	-0.35589478727506	0.0398930900084221	AMB+LF down only	AMB+LF only	261	232	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_06204	-0.352513874568328	0.0353516912086488	AMB+LF down only	AMB+LF only	260	233	NA	NA	high-affinity nicotinic acid transporter	High-affinity nicotinic acid transporter	high-affinity nicotinic acid transporter	HXNP_EMENI|Major facilitator-type transporter hxnP OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=hxnP PE=2 SV=1	NA	NA	NA	NA	NA	NA
CNAG_04441	-0.346680388812558	0.0354165259313785	AMB+LF down only	AMB+LF only	259	234	NA	NA	polyadenylate-binding protein, cytoplasmic and nuclear	Polyadenylate-binding protein (PABP)	polyadenylate-binding protein, cytoplasmic and nuclear	PABP_CRYNB|Polyadenylate-binding protein, cytoplasmic and nuclear OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=PAB1 PE=3 SV=1	NA	NA	NA	NA	PAB1	Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (ARS consensus-binding protein ACBP-67) (Polyadenylate tail-binding protein)
CNAG_00572	-0.343974810436458	0.009113929812492	AMB+LF down only	AMB+LF only	258	235	NA	NA	DNA excision repair protein ERCC-2	DNA excision repair protein ERCC-2	DNA excision repair protein ERCC-2	RAD15_SCHPO|General transcription and DNA repair factor IIH helicase subunit XPD OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rad15 PE=1 SV=2	NA	NA	NA	NA	RAD3	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (DNA repair helicase RAD3) (RNA polymerase II transcription factor B subunit RAD3) (TFB subunit RAD3)
CNAG_05313	-0.340959993201758	0.0393243998498606	AMB+LF down only	AMB+LF only	257	236	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein, variant 3, hypothetical protein, variant 4	NA	NA	NA	NA	NA	NA	NA
CNAG_05731	-0.340951121097098	0.0286937758980728	AMB+LF down only	AMB+LF only	256	237	NA	NA	glyoxal oxidase	Glyoxal oxidase	glyoxal oxidase	GLOX_PHACH|Aldehyde oxidase GLOX OS=Phanerochaete chrysosporium OX=5306 GN=GLX PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_00736	-0.33972902368907	0.0216812960558646	AMB+LF down only	AMB+LF only	255	238	NA	NA	exocyst protein	Exocyst complex component SEC5	exocyst protein, exocyst protein, variant	NA	NA	NA	NA	NA	SEC5	Exocyst complex component SEC5
CNAG_00020	-0.330445773851112	0.0496297911992074	AMB+LF down only	AMB+LF only	254	239	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	HID1_HUMAN|Protein HID1 OS=Homo sapiens OX=9606 GN=HID1 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_06840	-0.329512298233353	0.0360231743558291	AMB+LF down only	AMB+LF only	253	240	NA	NA	elongation factor 2	Elongation factor 2	elongation factor 2, elongation factor 2, variant	EF2_PICGU|Elongation factor 2 OS=Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) OX=294746 GN=EFT2 PE=3 SV=1	NA	NA	NA	NA	EFT1; EFT2	Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2); Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)
CNAG_06123	-0.322924573969666	0.0355322296254981	AMB+LF down only	AMB+LF only	252	241	NA	NA	leucine-tRNA ligase	Leucine-tRNA ligase	leucine-tRNA ligase	SYLC_NEUCR|Leucine--tRNA ligase, cytoplasmic OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=leu-6 PE=3 SV=2	NA	NA	NA	NA	CDC60	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)
CNAG_02948	-0.322546098137786	0.0161394008611568	AMB+LF down only	AMB+LF only	251	242	NA	NA	peptide chain release factor 1	Peptide chain release factor 1	peptide chain release factor 1	ERF1_PODAS|Eukaryotic peptide chain release factor subunit 1 OS=Podospora anserina OX=5145 GN=SU2 PE=3 SV=1	NA	NA	NA	NA	SUP45	Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Omnipotent suppressor protein 1)
CNAG_04596	-0.318459648785615	0.0337706082666232	AMB+LF down only	AMB+LF only	250	243	NA	NA	prolyl endopeptidase	Prolyl endopeptidase	prolyl endopeptidase, prolyl endopeptidase, variant	PPCE_MOUSE|Prolyl endopeptidase OS=Mus musculus OX=10090 GN=Prep PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_05444	-0.318448444153824	0.0361312309648046	AMB+LF down only	AMB+LF only	249	244	NA	NA	NADPH dehydrogenase	NADPH dehydrogenase	NADPH dehydrogenase	HXNT_EMENI|Flavin oxidoreductase hxnT OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=hxnT PE=2 SV=1	NA	NA	NA	NA	OYE2; OYE3	NADPH dehydrogenase 2 (EC 1.6.99.1) (Old yellow enzyme 2); NADPH dehydrogenase 3 (EC 1.6.99.1) (Old yellow enzyme 3)
CNAG_02233	-0.316929312519249	0.0324475742305479	AMB+LF down only	AMB+LF only	248	245	NA	NA	serine/threonine-protein kinase ATR	Serine/threonine-protein kinase ATR	serine/threonine-protein kinase ATR	ATR_XENLA|Serine/threonine-protein kinase atr OS=Xenopus laevis OX=8355 GN=atr PE=1 SV=2	NA	TRUE	NA	NA	MEC1	Serine/threonine-protein kinase MEC1 (EC 2.7.11.1) (ATR homolog) (DNA-damage checkpoint kinase MEC1) (Mitosis entry checkpoint protein 1)
CNAG_01182	-0.315351635913434	0.0277064293413305	AMB+LF down only	AMB+LF only	247	246	NA	NA	cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	RNC1_SCHPORN|A-binding protein rnc1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rnc1 PE=1 SV=1	NA	NA	NA	NA	HEK2; PBP2	Heterogeneous nuclear rnp K-like protein 2 (KH domain-containing protein 1); PAB1-binding protein 2
CNAG_02703	-0.313660273310784	0.0200602755974533	AMB+LF down only	AMB+LF only	246	247	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_00291	-0.313608714839091	0.0462148237892391	AMB+LF down only	AMB+LF only	245	248	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_07431	-0.311379149555672	0.0405903381853839	AMB+LF down only	AMB+LF only	244	249	NA	NA	MATE family multidrug resistance protein	MATE family multidrug resistance protein	MATE family multidrug resistance protein	YJ2D_SCHPO|Uncharacterized transporter C4B3.13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC4B3.13 PE=3 SV=1	NA	NA	NA	155	; ERC1	Uncharacterized transporter YDR338C; Ethionine resistance-conferring protein 1
CNAG_05550	-0.309325815331463	0.0487856986799865	AMB+LF down only	AMB+LF only	243	250	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	669	NA	NA
CNAG_05231	-0.300415054068576	0.041251055102641	AMB+LF down only	AMB+LF only	242	251	NA	NA	nuclear protein	Nuclear protein	nuclear protein	SMEK_DICDI|Suppressor of Mek1 OS=Dictyostelium discoideum OX=44689 GN=smkA PE=1 SV=1	NA	NA	NA	662	PSY2	Serine/threonine-protein phosphatase 4 regulatory subunit 3 (PP4R3)
CNAG_06158	-0.2998620611801	0.0366359116319587	AMB+LF down only	AMB+LF only	241	252	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	112	NA	NA
CNAG_02841	-0.295750254596969	0.0402839937208893	AMB+LF down only	AMB+LF only	240	253	NA	NA	cytochrome P450 monooxygenase pc-2	Cytochrome P450 monooxygenase pc-2	cytochrome P450 monooxygenase pc-2, cytochrome P450 monooxygenase pc-2, variant	CP52M_DEBHN|Cytochrome P450 52A13 OS=Debaryomyces hansenii OX=4959 GN=CYP52A13 PE=2 SV=1	NA	NA	NA	NA	NA	NA
CNAG_06603	-0.283894261318979	0.0405903381853839	AMB+LF down only	AMB+LF only	239	254	NA	NA	di- and tripeptidase	Di-and tripeptidase	di- and tripeptidase	DUG2_YEAST|Probable di- and tripeptidase DUG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUG2 PE=1 SV=1	NA	NA	NA	327	DUG2	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)
CNAG_04119	-0.278882028235905	0.0385162425498145	AMB+LF down only	AMB+LF only	238	255	ROM2	NA	rho guanyl-nucleotide exchange factor	Rho guanyl-nucleotide exchange factor	rho guanyl-nucleotide exchange factor	RGF1_SCHPO|Rho1 guanine nucleotide exchange factor 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rgf1 PE=1 SV=1	NA	NA	NA	NA	ROM1; ROM2	RHO1 GDP-GTP exchange protein 1 (Protein kinase C suppressor SKC1); RHO1 GDP-GTP exchange protein 2
CNAG_05076	-0.275029459679983	0.0489916529573676	AMB+LF down only	AMB+LF only	237	256	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_02858	-0.262965984865481	0.0447931786477854	AMB+LF down only	AMB+LF only	236	257	ADE12	NA	adenylosuccinate synthetase	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	adenylosuccinate synthetase	PURA_CRYNJ|Adenylosuccinate synthetase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNC04750 PE=3 SV=1	NA	NA	NA	NA	ADE12	Adenylosuccinate synthetase (AMPSase) (AS-synthetase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)
CNAG_06683	0.233188311079235	0.0494491154405269	AMB+LF up only	AMB+LF only	235	258	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	MLP1; MLP2; USO1	Protein MLP1 (Myosin-like protein 1); Protein MLP2 (Myosin-like protein 2); Intracellular protein transport protein USO1 (Int-1)
CNAG_04226	0.233967289877713	0.0472047817110724	AMB+LF up only	AMB+LF only	234	259	NA	NA	U4/U6.U5 tri-snRNP-associated protein 1	U4/U6.U5 tri-snRNP-associated protein 1	U4/U6.U5 tri-snRNP-associated protein 1, U4/U6.U5 tri-snRNP-associated protein 1, variant	SNUT1_RAT|U4/U6.U5 tri-snRNP-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Sart1 PE=1 SV=1	TRUE	NA	NA	103	SNU66	66 kDa U4/U6.U5 small nuclear ribonucleoprotein component
CNAG_04066	0.235800772249421	0.0475651899583421	AMB+LF up only	AMB+LF only	233	260	NA	NA	endoribonuclease L-PSP	Endoribonuclease L-PSP	endoribonuclease L-PSP	RIDA_PYRF|U2-iminobutanoate/2-iminopropanoate deaminase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=yjgF PE=1 SV=1	NA	NA	NA	NA	HMF1; MMF1	Protein HMF1 (High dosage growth inhibitor) (Homologous mitochondrial matrix factor 1); Protein MMF1, mitochondrial (Isoleucine biosynthesis and maintenance of intact mitochondria 1) (Maintenance of mitochondrial function 1)
CNAG_05187	0.237924392958817	0.0305518325933113	AMB+LF up only	AMB+LF only	232	261	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	305	NA	NA
CNAG_00584	0.242388111493117	0.0467283539970881	AMB+LF up only	AMB+LF only	231	262	NA	NA	profilin	Profilin	Profilin	PROF_BRABE|Profilin OS=Branchiostoma belcheri OX=7741 PE=2 SV=1	NA	NA	NA	NA	PFY1	Profilin
CNAG_07593	0.249192560343355	0.0265477403284687	AMB+LF up only	AMB+LF only	230	263	YAP4	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	TRUE	NA	NA	NA	NA	NA
CNAG_06435	0.249292448390377	0.0434916559897992	AMB+LF up only	AMB+LF only	229	264	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	242	NA	NA
CNAG_03761	0.252160338623398	0.0424264962887185	AMB+LF up only	AMB+LF only	228	265	NA	NA	mRNA 3'-end-processing protein RNA14	mRNA 3'-end-processing protein RNA14	mRNA 3'-end-processing protein rna14	RNA14_CRYN|BmRNA 3'-end-processing protein RNA14 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=RNA14 PE=3 SV=1	NA	NA	NA	NA	RNA14	mRNA 3'-end-processing protein RNA14
CNAG_00570	0.25329040883769	0.0473137524071224	AMB+LF up only	AMB+LF only	227	266	PKR1	NA	cAMP-dependent protein kinase regulator	cAMP-dependent protein kinase regulatory subunit	cAMP-dependent protein kinase regulator	KAPR_USTM|AcAMP-dependent protein kinase regulatory subunit OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=PKAR PE=3 SV=2	NA	NA	TRUE	NA	BCY1	cAMP-dependent protein kinase regulatory subunit (cAPK regulatory subunit) (Bypass of cyclase mutations protein 1) (Protein kinase A regulatory subunit) (PKA regulatory subunit)
CNAG_07669	0.254371521172247	0.037769812315222	AMB+LF up only	AMB+LF only	226	267	NA	NA	sorting nexin-3	Sorting nexin-3	sorting nexin-3	SNX3_CRYNB|Sorting nexin-3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SNX3 PE=3 SV=1	NA	NA	NA	330	SNX3	Sorting nexin-3 (Golgi retention deficient protein 19)
CNAG_06336	0.25534782044236	0.0388176404951486	AMB+LF up only	AMB+LF only	225	268	NA	NA	glucan 1,3-beta-glucosidase	Glucan 1,3-beta-glucosidase	glucan 1,3-beta-glucosidase	BTGC_ASPFC|Probable glucan endo-1,3-beta-glucosidase btgC OS=Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) OX=451804 GN=btgC PE=3 SV=1	NA	NA	NA	331	BGL2	Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase) (GP29) (Soluble cell wall protein 9)
CNAG_04244	0.255706501772535	0.0280967068176707	AMB+LF up only	AMB+LF only	224	269	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	ZIF1_ARATH|Protein ZINC INDUCED FACILITATOR 1 OS=Arabidopsis thaliana OX=3702 GN=ZIF1 PE=1 SV=2	NA	NA	NA	NA	NA	NA
CNAG_03648	0.256121982248061	0.0457035951459731	AMB+LF up only	AMB+LF only	223	270	KRE5	NA	UDP-glucose:glycoprotein glucosyltransferase	UDP-glucose:glycoprotein glucosyltransferase	UDP-glucose:glycoprotein glucosyltransferase	UGGG1_HUMANUD|P-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	NA	NA	NA	NA	KRE5	Killer toxin-resistance protein 5
CNAG_03722	0.258360995310839	0.0338862435123556	AMB+LF up only	AMB+LF only	222	271	NA	NA	RAN protein binding protein	RAN protein binding protein	RAN protein binding protein	G3BP_SCHPO|Putative G3BP-like protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nxt3 PE=1 SV=1	NA	NA	NA	NA	BRE5	UBP3-associated protein BRE5 (Brefeldin-A sensitivity protein 5)
CNAG_03795	0.260852578708542	0.0462825630457132	AMB+LF up only	AMB+LF only	221	272	NA	NA	N-glycosylase/DNA lyase	N-glycosylase/DNA lyase	N-glycosylase/DNA lyase	OGG1_HUMAN|N-glycosylase/DNA lyase OS=Homo sapiens OX=9606 GN=OGG1 PE=1 SV=2	NA	NA	NA	NA	OGG1	N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)]
CNAG_03796	0.267836956575032	0.0283336109432648	AMB+LF up only	AMB+LF only	220	273	NA	NA	NAK protein kinase	NAK protein kinase	NAK protein kinase	PPK13_SCHPO|Serine/threonine-protein kinase ppk13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ppk13 PE=3 SV=2	NA	TRUE	NA	NA	ENV7	Serine/threonine-protein kinase ENV7 (EC 2.7.11.1) (Late endosome and vacuole interface protein 7)
CNAG_02696	0.270454247987963	0.0353303062137381	AMB+LF up only	AMB+LF only	219	274	NA	NA	exocyst protein	Exocyst protein	exocyst protein	EXOC1_MOUSE|Exocyst complex component 1 OS=Mus musculus OX=10090 GN=Exoc1 PE=1 SV=4	NA	NA	NA	NA	SEC3	Exocyst complex component SEC3 (Protein PSL1)
CNAG_05296	0.271982355506699	0.0346667294366523	AMB+LF up only	AMB+LF only	218	275	NA	NA	metallochaperone	Metallochaperone	metallochaperone	YH66_SCHPO|Uncharacterized mitochondrial carrier P23A10.06 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBP23A10.06 PE=3 SV=1	NA	NA	NA	NA	MTM1	Mitochondrial carrier protein MTM1 (Manganese trafficking factor for mitochondrial SOD2)
CNAG_01922	0.273725329653699	0.0489463495849776	AMB+LF up only	AMB+LF only	217	276	NA	NA	alternative cyclin Pho80	Alternative cyclin Pho80	alternative cyclin Pho80	PHO80_YEASTPH|O85 cyclin PHO80 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO80 PE=1 SV=3	NA	NA	NA	NA	PCL7; PHO80	PHO85 cyclin-7 (PHO85-associated protein 1); PHO85 cyclin PHO80 (Aminoglycoside antibiotic sensitivity protein 3) (Phosphate system cyclin PHO80)
